a22,a26_i,a26_ii,a26_iii,a26_iv,a26_xv,a26_v,a26_vi,a26_vii,a26_viii,a26_ix,a26_x,a26_xi,a26_xii,a26_xiii,a26_xiv,a15_i,a15_ii,a15_iii,a15_iv,a15_v,a15_xiv,a15_vi,a15_viii,a15_ix,a15_x,a15_xiii,a15_xii,a15_xi,a15_xv,a15_xvi,a15_xvii,a15_xviii,a15_xix,a15_xx,a15_xxi,a15_xxiii,a15_xxiv,g67,g73,g68,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,g63,a7,a8,a9_male,a9_female,a10_child,a10_adult,a10_elder,a11,a14,a12,c11,g51,g51b,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g35,c3,c2,g74,c9,g4,g5,g6,a13,g44,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,g15_i,g15_ii,g15_iii,b5,b6,b7,g29,g25,g26,g28,g32,g61,g62_i,g62_ii,g56,g52,g57,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g95,g96,g97,g99,g98,a16,a17,g66,g85,g89,g8,g9,g19,b1,g47_i,b2,g100_i,g100_ii,g100_iii,g102,g37,g38,g39,g41,f7b,d12,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d15
0.458275058,0.611702128,0.093085106,0.29787234,0.417553191,0.010638298,0.22606383,0.45212766,0.029255319,0,0.151595745,0.14893617,0.007978723,0.04787234,0.021276596,0.007978723,0.324689966,0.20011274,0.126832018,0.102029312,0.028184893,0.001127396,0.108793687,0.003382187,0.232243517,0.36583991,0.40529876,0.019165727,0.105975197,0,0.195039459,0.010710259,0.029312289,0.006764374,0.015219842,0.108229989,0.008455468,0.004509583,0.415445321,0.126832018,0.107721046,0.358986616,0.241981132,0.254245283,0.248470588,0.127307146,0,0.00752587,6.32372093,5.941860465,0.512761424,0.487238576,0.464101112,0.504950898,0.03094799,0.018604651,0,0.007906977,0.22744186,0.477789256,0.438064859,0.010261194,0.00839944,0.000466853,0,0.000466853,0,0.000466853,0,0.409767442,0.123255814,0.04744186,0.433488372,0.467924528,0.254316069,0.737715803,0.745683931,0,0.208235294,0.101265823,0.010126582,0.253164557,0.017721519,0.187341772,0.002531646,0.030379747,0.010126582,0.032911392,0.096202532,0.060759494,0.2,0.017721519,0.141772152,0.741046832,0.269972452,0.060606061,0.165289256,0.29476584,0.115702479,0.005509642,0.966511628,0.03255814,0.000930233,0.719069767,0.105116279,0.08744186,0.460465116,0.97627907,0.266046512,0.975813953,0.714418605,0.003727866,0.003261883,0.000465983,0.020551144,0.254651781,0.066046512,0.688039457,0.009864365,0,0.011097411,0.027743527,0.202219482,0.001849568,0.169543773,0.128236745,0.005548705,0.002466091,0.945116279,0.343255814,0,0.895348837,0.955813953,0.953023256,0.526511628,0.532791642,0.775813953,0.111162791,0.955813953,0.172093023,0.022576361,0.824569567,0.002790698,0.248372093,21.59395522,0.021796668,23.54758445,0.923867352,0.437674419,0.673488372,0.311627907,0.981860465,0.740466705,0.749423963,0.434418605,0.338604651,0.708837209,0.196744186,0.194883721,0.042790698,0.239069767,0.387906977,0.014418605,0.083255814,0.004651163,0.00744186,0.02372093,0.650697674,0.486976744,0.226511628,0.231162791,0.05627907,0.070232558,0.029767442,0.174883721,0.024651163,0.005116279,0.399534884,0.528372093,0.386976744,0.632093023,0.101860465,0.123255814,0.037209302,0.009767442,0.002325581,0.044186047,0.002325581,0.000930233,0.000930233,0.000465116,0.001395349,0.817209302,0.53044963,0.910643142,0.021058623,0.000569152,0,0.031303358,0.191804212,0.365395561,0,0.000569152,0.759817871,0.162485747,0.01369863,0.004186047
