a22,a24,a25,a29,a26_i,a26_ii,a26_iii,a26_iv,a26_xv,a26_v,a26_vi,a26_vii,a26_viii,a26_ix,a26_x,a26_xi,a26_xii,a26_xiii,a26_xiv,a15_i,a15_ii,a15_iii,a15_iv,a15_v,a15_xiv,a15_vi,a15_vii,a15_viii,a15_ix,a15_x,a15_xiii,a15_xii,a15_xi,a15_xv,a15_xvi,a15_xvii,a15_xviii,a15_xix,a15_xx,a15_xxi,a15_xxii,a15_xxiii,a15_xxiv,g67,g73,g68,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,g63,a7,a8,a9_male,a9_female,a10_child,a10_adult,a10_elder,a11,a14,a12,c11,g51,g51b,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g35,c3,c2,g74,c9,g4,g5,g6,a13,g44,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,g15_i,g15_ii,g15_iii,b5,b6,b7,g29,g25,g26,g28,g32,g61,g62_i,g62_ii,g56,g52,g57,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g95,g94,g96,g97,g99,g98,a16,a17,g64,g65_i,g65_ii,g65_iii,g65_iv,g65_v,g65_vi,g65_vii,g65_viii,g65_ix,g65_x,g66,g85,g89,g8,g9,g19,b1,g47_i,b2,g46,g100_i,g100_ii,g100_iii,g102,g37,g38,g39,g41,f7,f7b,d12,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d15
0.066720257,0.997995418,0.935599869,0.799328609,0.664031621,0.181818182,0.18972332,0.23715415,0.039525692,0.086956522,0.399209486,0.035573123,0,0.059288538,0.015810277,0,0.027667984,0.011857708,0.003952569,0.36051374,0.115292712,0.077658303,0.10125448,0.035244922,0.014038232,0.004480287,0.006571087,0.003285544,0.264934289,0.33572282,0.435782557,0.049880526,0.126344086,0.004181601,0.061529271,0.004778973,0.041517324,0.014934289,0.059737157,0.189665472,0.001493429,0.006571087,0.001792115,0.457287933,0.077658303,0.069489685,0.069486405,0.012155592,0.027951153,0.006202805,0.038022814,0,0.004456825,6.079849946,5.720525188,0.516672473,0.483327527,0.419363987,0.540229027,0.040406985,0.02306867,0,0.009110397,0.212754555,0.382636656,0.337620579,0.006458558,0.003503099,0.000269687,0.000269833,0.000539665,0,0.00080928,0.00026976,0.444801715,0.11039657,0.072079314,0.164255091,0.422330097,0.226917058,0.760172144,0.76799687,0,0.151321787,0.127906977,0.021594684,0.342192691,0.048172757,0.11627907,0.006644518,0.003322259,0.009966777,0.071428571,0.089700997,0.071428571,0.197674419,0.016611296,0.11461794,0.785714286,0.164451827,0.102990033,0.127906977,0.322259136,0.166112957,0.013289037,0.946409432,0.050375134,0.003215434,0.666666667,0.207931404,0.111200429,0.755359057,0.964094319,0.465969989,0.961146838,0.582797428,0.003505933,0.003505933,0.000539374,0.023043944,0.238210075,0.056002144,0.582508251,0.014026403,0.001237624,0.011551155,0.029290429,0.078382838,0.001237624,0.205445545,0.130775578,0.016914191,0.002887789,0.949624866,0.923365488,0.36039657,0.970525188,0.883172562,0.947749196,0.09807074,0.589764202,0.027004684,0.37755102,0.071428571,0,0.091836735,0.551020408,0.040816327,0.020408163,0,0.010204082,0,0.533762058,0.797695606,0.13585209,0.882368703,0.164790997,0.029342723,0.62919238,0.00375134,0.014469453,0.552840368,13.11987208,25.12309797,13.11987208,0.792936101,0.507102653,0.640943194,0.286977492,0.954448017,0.024638912,0.54005168,0.585434174,0.331457663,0.263665595,0.654876742,0.156216506,0.187031083,0.047963558,0.289389068,0.482315113,0.035905681,0.054930332,0.00375134,0.005359057,0.047963558,0.70659164,0.402197213,0.240889603,0.34056806,0.143890675,0.120310825,0.048499464,0.180600214,0.014201501,0.008306538,0.413987138,0.514201501,0.507770632,0.530814577,0.137995713,0.172025723,0.068327974,0.021168274,0.012861736,0.056002144,0.010718114,0.009110397,0.004019293,0.00375134,0.005359057,0.103697749,0.149870801,0.891472868,0.007751938,0.005167959,0,0.11627907,0.046511628,0.108527132,0.002583979,0.002583979,0.863049096,0.113989637,0.018867925,0.004823151
