a22,a26_i,a26_ii,a26_iii,a26_iv,a26_xv,a26_v,a26_vi,a26_vii,a26_viii,a26_ix,a26_x,a26_xi,a26_xii,a26_xiii,a26_xiv,a15_i,a15_ii,a15_iii,a15_iv,a15_v,a15_xiv,a15_vi,a15_viii,a15_ix,a15_x,a15_xiii,a15_xii,a15_xi,a15_xv,a15_xvi,a15_xvii,a15_xviii,a15_xix,a15_xx,a15_xxi,a15_xxiii,a15_xxiv,g67,g73,g68,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,g63,a7,a8,a9_male,a9_female,a10_child,a10_adult,a10_elder,a11,a14,a12,c11,g51,g51b,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g35,c3,c2,g74,c9,g4,g5,g6,a13,g44,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,g15_i,g15_ii,g15_iii,b5,b6,b7,g29,g25,g26,g28,g32,g61,g62_i,g62_ii,g56,g52,g57,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g95,g96,g97,g99,g98,a16,a17,g66,g85,g89,g8,g9,g19,b1,b3,g47_i,b2,g100_i,g100_ii,g100_iii,g102,g37,g38,g39,g41,f7b,d12,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d15
0.468926554,0.65060241,0.13253012,0.43373494,0.385542169,0.012048193,0.156626506,0.457831325,0.036144578,0,0.168674699,0.144578313,0,0.036144578,0.024096386,0.024096386,0.21402214,0.118081181,0.10701107,0.143911439,0.025830258,0.003690037,0.04797048,0.007380074,0.380073801,0.398523985,0.553505535,0.014760148,0.180811808,0,0.103321033,0.029520295,0.033210332,0,0.040590406,0.143911439,0,0,0.560885609,0.10701107,0.120754717,0.641399417,0.488571429,0.46,0.505780347,0.252148997,0,0.014164306,4.669491525,4.559322034,0.357936406,0.642063594,0.469269063,0.465167311,0.065563627,0.920679887,1,0,0.033898305,0.671328671,0.605263158,0,0,0,0,0,0,0,0,0.463276836,0.118644068,0.228813559,0.54519774,0.523809524,0.222222222,0.756410256,0.777777778,0,0.114583333,0.087719298,0.01754386,0.385964912,0.070175439,0.140350877,0,0.01754386,0,0.01754386,0.105263158,0.052631579,0.333333333,0.052631579,0.070175439,0.606060606,0.090909091,0.015151515,0.257575758,0.363636364,0.393939394,0,0.95480226,0.042372881,0.002824859,0.644067797,0.101694915,0.079096045,0.505649718,0.994350282,0.38700565,0.994350282,0.776836158,0.002824859,0.002824859,0,0.034188034,0.477443609,0.081920904,0.667857143,0.014285714,0,0.017857143,0.025,0.192857143,0,0.275,0.175,0.010714286,0.007142857,0.90960452,0.282485876,0,0.903954802,0.95480226,0.951977401,0.285310734,0.423664122,0.855932203,0.13559322,0.889830508,0.172316384,0.064102564,0.923728814,0.926153846,0.152542373,0.401129944,20.81013068,0,22.89205718,0.951977401,0.279661017,0.573446328,0.115819209,0.994350282,0.837837838,0.840677966,0.279661017,0.353107345,0.740112994,0.228813559,0.183615819,0.04519774,0.274011299,0.395480226,0.036723164,0.127118644,0,0.050847458,0.053672316,0.626062323,0.538243626,0.172804533,0.402266289,0.09631728,0.127478754,0.042492918,0.220963173,0.016997167,0.002832861,0.553672316,0.516949153,0.392655367,0.686440678,0.101694915,0.115819209,0.06779661,0.011299435,0.002824859,0.02259887,0,0,0,0.002824859,0.002824859,0.836158192,0.439189189,0.932432432,0.006756757,0,0,0.050675676,0.114864865,0.324324324,0,0,0.793918919,0.185810811,0,0.008474576
