a28,g68,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,g63,a7,a8,a9_male,a9_female,a10_child,a10_adult,a10_elder,a11,a14,a12,c11,g51,g51b,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g35,c3,c2,g74,c9,g4,g5,g6,a13,g44,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,g15_i,g15_ii,g15_iii,b5,b6,b7,g29,g25,g26,g28,g32,g61,g62_i,g62_ii,g56,g52,g57,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g95,g94,g96,g97,g99,g98,a16,a17,g64,g65_i,g65_ii,g65_iii,g65_iv,g65_v,g65_vi,g65_vii,g65_viii,g65_ix,g65_x,g66,g85,g89,g8,g9,g19,b1,b3,g47_i,b2,g46,g100_i,g100_ii,g100_iii,g102,g37,g38,g39,g41,f7,f7b,d12,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d15
0.950570342,0.038314176,0.129032258,0.0234375,0.043307087,0.015503876,0.09375,0,0.007751938,4.258555133,4.254752852,0.371145595,0.628854405,0.347143557,0.557073656,0.095782787,0.901140684,1,0.007604563,0.064638783,0.36121673,0.349809886,0,0,0,0,0,0,0,0,0.52851711,0.060836502,0.106463878,0.243346008,0.3125,0.119496855,0.86163522,0.867924528,0,0.125,0.25,0.05,0.25,0,0,0,0,0,0,0.2,0.1,0.3,0,0,0.730769231,0.192307692,0.038461538,0.134615385,0.423076923,0.346153846,0,0.958174905,0.041825095,0,0.532319392,0.060836502,0.034220532,0.657794677,0.912547529,0.433460076,0.908745247,0.63878327,0.003846154,0,0.003846154,0.030418251,0.231939163,0.034220532,0.5,0.005434783,0,0.005434783,0.005434783,0.027173913,0,0.22826087,0.125,0.010869565,0,0.954372624,0.950570342,0.425855513,0.927756654,0.923954373,0.954372624,0.049429658,0.562737643,0.003861004,0,0,0,0,1,0,0,0,0,0,0.422053232,0.669201521,0.152091255,0.946768061,0.117870722,0.081761006,0.718631179,0.738396624,0.148288973,0.030418251,0.488721805,17.52527494,6.252493975,17.52527494,0.889312977,0.452471483,0.52851711,0.152091255,0.904942966,0.086419753,0.416666667,0.416666667,0.30418251,0.247148289,0.615969582,0.16730038,0.239543726,0.045627376,0.395437262,0.452471483,0.087452471,0.045627376,0.003802281,0.007604563,0.030418251,0.692307692,0.461538462,0.230769231,0.615384615,0,0.307692308,0,0.153846154,0,0,0.505703422,0.517110266,0.433460076,0.6121673,0.205323194,0.114068441,0.098859316,0.02661597,0.030418251,0.049429658,0.003802281,0.015209125,0.007604563,0.003802281,0.003802281,0.045627376,0,1,0,0,0,0,0.083333333,0,0,0,1,0,0,0.003802281
