a22,a24,a25,a29,a26_i,a26_ii,a26_iii,a26_iv,a26_xv,a26_v,a26_vi,a26_vii,a26_viii,a26_ix,a26_x,a26_xi,a26_xii,a26_xiii,a26_xiv,a15_i,a15_ii,a15_iii,a15_iv,a15_v,a15_xiv,a15_vi,a15_vii,a15_viii,a15_ix,a15_x,a15_xiii,a15_xii,a15_xi,a15_xv,a15_xvi,a15_xvii,a15_xviii,a15_xix,a15_xx,a15_xxi,a15_xxii,a15_xxiii,a15_xxiv,g67,g73,g68,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,g63,a7,a8,a9_male,a9_female,a10_child,a10_adult,a10_elder,a11,a14,a12,c11,g51,g51b,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g35,c3,c2,g74,c9,g4,g5,g6,a13,g44,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,g15_i,g15_ii,g15_iii,b5,b6,b7,g29,g25,g26,g28,g32,g61,g62_i,g62_ii,g56,g52,g57,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g95,g94,g96,g97,g99,g98,a16,a17,g64,g65_i,g65_ii,g65_iii,g65_iv,g65_v,g65_vi,g65_vii,g65_viii,g65_ix,g65_x,g66,g85,g89,g8,g9,g19,b1,b3,g47_i,b2,g46,g100_i,g100_ii,g100_iii,g102,g37,g38,g39,g41,f7,f7b,d12,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d15
0.042735043,1,0.960629921,0.836734694,0.592592593,0.111111111,0.259259259,0.333333333,0.074074074,0.074074074,0.407407407,0.074074074,0.037037037,0,0.074074074,0,0,0,0,0.405275779,0.122302158,0.100719424,0.09352518,0.067146283,0.007194245,0.007194245,0,0,0.254196643,0.26618705,0.383693046,0.047961631,0.148681055,0,0.040767386,0.004796163,0.033573141,0.016786571,0.06235012,0.196642686,0,0.002398082,0,0.407673861,0.100719424,0.084598698,0.051569507,0.010799136,0.019607843,0.002169197,0.02826087,0,0.010799136,4.705128205,4.39957265,0.354550465,0.645449535,0.361240226,0.548795726,0.089964048,0.91006424,1,0.010683761,0.042735043,0.299145299,0.260683761,0.010706638,0.006437768,0.002145923,0,0,0.002150538,0.002150538,0,0.536324786,0.143162393,0.138888889,0.170940171,0.492537313,0.282685512,0.706713781,0.717314488,0,0.107438017,0.12195122,0.012195122,0.329268293,0.06097561,0.109756098,0,0.012195122,0,0.06097561,0.109756098,0.097560976,0.182926829,0,0.12195122,0.649484536,0.206185567,0.082474227,0.206185567,0.360824742,0.257731959,0,0.918803419,0.074786325,0.006410256,0.666666667,0.237179487,0.134615385,0.713675214,0.963675214,0.448717949,0.961538462,0.514957265,0.004273504,0.004273504,0,0.032051282,0.192307692,0.087606838,0.556291391,0.016556291,0,0.009933775,0.023178808,0.059602649,0,0.21192053,0.175496689,0.029801325,0,0.959401709,0.929487179,0.35042735,0.961538462,0.873931624,0.918803419,0.128205128,0.568376068,0.035164835,0.5,0.0625,0,0.1875,0.25,0,0.0625,0,0,0,0.557692308,0.835470085,0.153846154,0.867521368,0.162393162,0.060070671,0.752136752,0.757647059,0.175213675,0.057692308,0.52173913,15.38724608,22.03703061,15.38724608,0.784946237,0.44017094,0.653846154,0.166666667,0.965811966,0.037593985,0.472727273,0.541666667,0.356837607,0.284188034,0.634615385,0.123931624,0.168803419,0.044871795,0.337606838,0.495726496,0.038461538,0.055555556,0,0.004273504,0.051282051,0.698717949,0.376068376,0.260683761,0.365384615,0.143162393,0.121794872,0.036324786,0.200854701,0.012820513,0.008547009,0.435897436,0.52991453,0.517094017,0.536324786,0.151709402,0.126068376,0.047008547,0.014957265,0.006410256,0.047008547,0.014957265,0.002136752,0,0,0.004273504,0.117521368,0.127272727,0.909090909,0,0,0,0.109090909,0.109090909,0.127272727,0,0,0.872727273,0.075471698,0,0.008547009
