a28,g68,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,g63,a7,a8,a9_male,a9_female,a10_child,a10_adult,a10_elder,a11,a14,a12,c11,g51,g51b,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g35,c3,c2,g74,c9,g4,g5,g6,a13,g44,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,g15_i,g15_ii,g15_iii,b5,b6,b7,g29,g25,g26,g28,g32,g61,g62_i,g62_ii,g56,g52,g57,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g95,g94,g96,g97,g99,g98,a16,a17,g64,g65_i,g65_ii,g65_iii,g65_iv,g65_v,g65_vi,g65_vii,g65_viii,g65_ix,g65_x,g66,g85,g89,g8,g9,g19,b1,g47_i,b2,g46,g100_i,g100_ii,g100_iii,g102,g37,g38,g39,g41,f7,f7b,d12,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d15
0.973225669,0.036925719,0.12345679,0.021635656,0.045771578,0.016393443,0.072325682,0,0.00525394,5.841209025,5.576285593,0.519775747,0.480224253,0.413405846,0.548396955,0.038197198,0.022534014,0,0.005099873,0.202294943,0.44241394,0.389715257,0.000859476,0.000429923,0,0,0,0.000429738,0,0,0.39481513,0.069698258,0.066298343,0.236294093,0.408536585,0.117211598,0.865515114,0.876002468,0,0.126629423,0.199029126,0.033980583,0.237864078,0.053398058,0.126213592,0.019417476,0.038834951,0.014563107,0,0.077669903,0.072815534,0.257281553,0,0.077669903,0.763736264,0.098901099,0.085164835,0.134615385,0.398351648,0.159340659,0.021978022,0.97280068,0.025499363,0.001699958,0.547811305,0.090097748,0.080747981,0.711432214,0.920526987,0.488737782,0.919252019,0.620484488,0.006029285,0.005598622,0.000430663,0.016999575,0.290692733,0.028049299,0.51344086,0.021505376,0.002016129,0.007392473,0.004704301,0.061827957,0.001344086,0.25672043,0.155241935,0.014112903,0.001344086,0.912027199,0.957501062,0.437739057,0.922651934,0.913727157,0.951976201,0.053973651,0.582235444,0.013373598,0.225806452,0.129032258,0,0.129032258,0.419354839,0.096774194,0,0,0.032258065,0,0.348066298,0.664683383,0.177220569,0.937951551,0.148321292,0.040740741,0.567717206,0.005524862,0.005524862,0.444500505,15.54778269,5.500332499,15.54778269,0.915991471,0.537414966,0.534636634,0.174670633,0.935826604,0.023047375,0.475247525,0.494845361,0.26519337,0.227794305,0.604334892,0.264768381,0.31321717,0.066298343,0.332341691,0.40161496,0.052698683,0.034849129,0.003824904,0.002124947,0.048873778,0.630208333,0.333333333,0.229166667,0.536458333,0.213541667,0.234375,0.046875,0.229166667,0,0.010416667,0.511687208,0.495112622,0.507437314,0.477688058,0.147896303,0.16999575,0.104972376,0.019974501,0.005524862,0.070123247,0.006374841,0.008499788,0.004674883,0.003399915,0.008924777,0.042923927,0.128712871,0.871287129,0.02970297,0,0,0.04950495,0.03960396,0.089108911,0,0,0.930693069,0.04,0,0.006374841
